exp	obs
0.0126482835849	0.0132282657338
0.00836402243952	0.00877392430751
0.0177282921756	0.0222763947112
0.0209270137555	0.0268721464003
0.0423229240169	0.0506099933551
0.0347274485506	0.0409586076789
0.0559692100085	0.0655015487564
0.0542163901719	0.0655015487564
0.0735737747962	0.0861861476163
0.0740059355203	0.0861861476163
0.088318443247	0.10237290871
0.0890941627443	0.10237290871
0.0984767675726	0.113509274828
0.0980195703261	0.113509274828
0.115101463982	0.13667713988
0.109904513962	0.130768280269
0.136058750775	0.161150909263
0.124386441673	0.142667503569
0.138230774623	0.161150909263
0.144470983252	0.167491087294
0.160545509564	0.187086643357
0.155373470858	0.180456064458
0.173441529201	0.200659450546
0.172423432312	0.200659450546
0.187012583641	0.221848749616
0.186224564971	0.221848749616
0.205762792918	0.244125144328
0.213508612744	0.251811972994
0.227095318763	0.267606240177
0.218389061516	0.259637310506
0.242552618049	0.292429823902
0.238153056138	0.283996656365
0.250087060842	0.301029995664
0.257486444555	0.309803919971
0.267738988343	0.318758762624
0.260735184387	0.309803919971
0.279658147309	0.337242168318
0.276502143458	0.327902142064
0.303320677009	0.36653154442
0.291378422091	0.346787486225
0.309713585059	0.376750709602
0.31387189217	0.376750709602
0.322980562218	0.38721614328
0.323844376494	0.38721614328
0.340267588705	0.408935392974
0.341054048983	0.408935392974
0.359143232367	0.431798275933
0.357530976287	0.431798275933
0.381474477813	0.45593195565
0.379149408901	0.45593195565
0.392122239655	0.481486060122
0.391125555316	0.468521082958
0.397510068961	0.481486060122
0.405480052657	0.49485002168
0.421226012826	0.508638306166
0.414293612436	0.508638306166
0.430644779922	0.52287874528
0.434640696876	0.537602002101
0.444310717113	0.537602002101
0.452614941089	0.552841968658
0.471804093914	0.585026652029
0.458158820748	0.552841968658
0.476933281587	0.585026652029
0.486363197808	0.602059991328
0.489974888044	0.602059991328
0.496860145392	0.602059991328
0.503965399823	0.619788758288
0.511817845838	0.638272163982
0.533492475036	0.657577319178
0.527213223067	0.657577319178
0.539133759962	0.657577319178
0.536460686285	0.657577319178
0.549831995868	0.677780705266
0.560282643989	0.698970004336
0.574612789836	0.721246399047
0.571585443799	0.698970004336
0.58201357042	0.721246399047
0.580449561193	0.721246399047
0.598943337265	0.744727494897
0.607419985489	0.744727494897
0.617645193515	0.769551078622
0.613788326504	0.769551078622
0.627875045062	0.769551078622
0.632299218307	0.795880017344
0.645495999499	0.795880017344
0.655122482166	0.823908740944
0.665257044399	0.823908740944
0.667000246629	0.823908740944
0.684690420158	0.853871964322
0.673748102698	0.853871964322
0.690657813198	0.853871964322
0.69764453831	0.886056647693
0.714791492894	0.886056647693
0.714053524183	0.886056647693
0.731229636358	0.920818753952
0.71853006245	0.886056647693
0.74103550135	0.920818753952
0.741537938984	0.920818753952
0.754129838688	0.958607314842
0.761304649757	0.958607314842
0.771855910234	0.958607314842
0.77779246307	1.0
0.791462869994	1.0
0.79308732677	1.0043648054
0.805577608298	1.02227639471
0.798606207729	1.01322826573
0.818888091955	1.04095860768
0.821259954495	1.04575749056
0.829799727877	1.05551732785
0.838196660413	1.07058107429
0.845919238751	1.08092190762
0.84916788972	1.08618614762
0.862743252912	1.10237290871
0.868555396936	1.10790539731
0.88210882746	1.12493873661
0.876585134794	1.11918640772
0.886342048404	1.13076828027
0.886210503808	1.13076828027
0.906125883715	1.16115090926
0.911018614283	1.16749108729
0.916483860304	1.1739251973
0.926324898482	1.18708664336
0.93213364956	1.19382002602
0.939803074483	1.2076083105
0.960110396039	1.23657200644
0.954225417026	1.22914798836
0.969621066	1.25181197299
0.974106626153	1.25963731051
0.982014925769	1.26760624018
0.989680280354	1.2757241304
0.993760817115	1.28399665637
1.00467988649	1.30102999566
1.02105258267	1.32790214206
1.01311192477	1.30980391997
1.03478299643	1.34678748622
1.03373494338	1.33724216832
1.04269363452	1.35654732351
1.04717973074	1.35654732351
1.05922187934	1.3767507096
1.05850419882	1.3767507096
1.07701594879	1.39794000867
1.07613247642	1.39794000867
1.09906325498	1.42021640338
1.09763418333	1.42021640338
1.10107188847	1.43179827593
1.10171949861	1.43179827593
1.12486467601	1.45593195565
1.12108357533	1.45593195565
1.13268172789	1.46852108296
1.1310607922	1.46852108296
1.15375504494	1.49485002168
1.14611094289	1.48148606012
1.16786291591	1.50863830617
1.16310918906	1.50863830617
1.19067367473	1.5376020021
1.18732819087	1.5376020021
1.19574072338	1.55284196866
1.20222688473	1.55284196866
1.21353655762	1.56863623584
1.21925659353	1.58502665203
1.23306619266	1.60205999133
1.23277396804	1.60205999133
1.24262233745	1.61978875829
1.2427219577	1.61978875829
1.26145234685	1.63827216398
1.25587114154	1.63827216398
1.26943090832	1.65757731918
1.27918111375	1.65757731918
1.29193599497	1.67778070527
1.29059901758	1.67778070527
1.3059979324	1.69897000434
1.29902346019	1.69897000434
1.32701437786	1.7447274949
1.32352024335	1.72124639905
1.33273767409	1.7447274949
1.33078083842	1.7447274949
1.35810238077	1.79588001734
1.34681470633	1.76955107862
1.37009185678	1.79588001734
1.36136335479	1.79588001734
1.38146076286	1.82390874094
1.37573910916	1.79588001734
1.38962781607	1.82390874094
1.39738202186	1.82390874094
1.41806662063	1.85387196432
1.41896268934	1.85387196432
1.42528747802	1.88605664769
1.42574279291	1.88605664769
1.4457871258	1.92081875395
1.43790783712	1.88605664769
1.45365005239	1.92081875395
1.45122787946	1.92081875395
1.46797146365	1.92081875395
1.48036374353	1.95860731484
1.49046812222	1.95860731484
1.48888470936	1.95860731484
1.50298467958	2.0
1.50407450319	2.0
1.5143802795	2.0043648054
1.51289296818	2.0043648054
1.54067430086	2.04575749056
1.5303125186	2.03151705145
1.54245866781	2.05060999336
1.54866155089	2.06048074738
1.56950838599	2.09151498112
1.56760959729	2.08618614762
1.58151334129	2.10790539731
1.58588253789	2.11350927483
1.59185155571	2.11918640772
1.59118426573	2.11918640772
1.61705503643	2.16115090926
1.61282943519	2.15490195999
1.62804437194	2.1739251973
1.62563161863	2.1739251973
1.64205905264	2.20065945055
1.64255910391	2.2076083105
1.65396521706	2.22914798836
1.65140451107	2.22184874962
1.67663378774	2.25963731051
1.67286197576	2.25181197299
1.68125832635	2.25963731051
1.68620917199	2.2757241304
1.69912385729	2.28399665637
1.70979785568	2.30102999566
1.72525692299	2.32790214206
1.71449615143	2.31875876262
1.73784605018	2.34678748622
1.72920922763	2.33724216832
1.75338653945	2.3767507096
1.7422297375	2.35654732351
1.75630236563	2.38721614328
1.76616564673	2.39794000867
1.78589423812	2.44369749923
1.77151911331	2.40893539297
1.7986062035	2.45593195565
1.80004188903	2.46852108296
1.81207095657	2.48148606012
1.80839047288	2.48148606012
1.82558509895	2.50863830617
1.82979972333	2.52287874528
1.84229826868	2.55284196866
1.84269470365	2.55284196866
1.85968045143	2.60205999133
1.85313111749	2.58502665203
1.87607086741	2.63827216398
1.86885015722	2.61978875829
1.89176996742	2.65757731918
1.88384948389	2.63827216398
1.900743313	2.67778070527
1.90667701349	2.69897000434
1.91832099449	2.72124639905
1.9140931079	2.72124639905
1.9376261494	2.76955107862
1.93811994647	2.76955107862
1.94811565757	2.79588001734
1.93960471536	2.76955107862
1.96303072879	2.82390874094
1.96723700356	2.85387196432
1.98393233733	2.88605664769
1.97956204158	2.88605664769
1.99618248082	2.92081875395
2.00015384921	2.92081875395
2.0111200066	2.95860731484
2.0111200066	2.95860731484
2.02780277826	3.01322826573
2.01819144328	3.0
2.04200272534	3.05060999336
2.03825339724	3.04575749056
2.05087912576	3.07058107429
2.05668270175	3.08092190762
2.07457379109	3.12493873661
2.06586751934	3.10790539731
2.08971712934	3.16115090926
2.08345817353	3.14266750357
2.10035344396	3.19382002602
2.09677898368	3.18045606446
2.10832237346	3.2076083105
2.11347071708	3.22914798836
2.13781583464	3.30102999566
2.13547461888	3.30102999566
2.1457123153	3.32790214206
2.15052005227	3.34678748622
2.15865314522	3.3767507096
2.15619718502	3.3767507096
2.17881743863	3.45593195565
2.17710085746	3.44369749923
2.18750361759	3.49485002168
2.19014371368	3.49485002168
2.21001095797	3.56863623584
2.20450186334	3.56863623584
2.21465586289	3.58502665203
2.21935098396	3.60205999133
2.23180129215	3.65757731918
2.24461908539	3.72124639905
2.25269921555	3.76955107862
2.254742958	3.76955107862
2.26510847315	3.79588001734
2.27465379075	3.82390874094
2.28551171798	3.88605664769
2.2789644412	3.85387196432
2.29104420639	3.92081875395
2.2955215086	3.95860731484
2.31744274825	4.05060999336
2.30923721059	4.03151705145
2.32580631144	4.07058107429
2.33556614837	4.09151498112
2.34303271277	4.10790539731
2.34808270531	4.12493873661
2.36491291276	4.1739251973
2.35706400399	4.15490195999
2.37560377788	4.20065945055
2.37968169013	4.2076083105
2.39497043399	4.23657200644
2.38795421575	4.22184874962
2.40354231351	4.26760624018
2.39780897	4.24412514433
2.41821581946	4.30102999566
2.41672595707	4.30102999566
2.42879046792	4.32790214206
2.43340248785	4.34678748622
2.44435824442	4.39794000867
2.44913951613	4.43179827593
2.46215305788	4.50863830617
2.46050487958	4.49485002168
2.47386884046	4.5376020021
2.48070826464	4.58502665203
2.49294272041	4.69897000434
2.49471897834	4.69897000434
2.50553184703	4.82390874094
2.50553184703	4.82390874094
2.52800036367	5.0
2.52800036367	5.0
2.52800036367	5.0
2.5299262846	5.0
2.53186078426	5.01322826573
2.53380393943	5.02227639471
2.53575582791	5.0268721464
2.53771652856	5.03621217265
2.53968612131	5.03621217265
2.54166468717	5.04575749056
2.54365230829	5.04575749056
2.54564906792	5.04575749056
2.5476550505	5.06550154876
2.54967034161	5.11350927483
2.55169502806	5.12493873661
2.55372919784	5.13667713988
2.55577294023	5.1739251973
2.55782634573	5.2076083105
2.55988950616	5.25963731051
2.56196251466	5.26760624018
2.56404546567	5.28399665637
2.56613845505	5.28399665637
2.56824158	5.30980391997
2.57035493918	5.33724216832
2.57247863267	5.35654732351
2.57461276205	5.35654732351
2.57675743038	5.3767507096
2.57891274226	5.38721614328
2.58107880388	5.39794000867
2.58325572299	5.40893539297
2.58544360899	5.40893539297
2.58764257295	5.43179827593
2.5898527276	5.43179827593
2.59207418745	5.45593195565
2.59430706873	5.49485002168
2.5965514895	5.49485002168
2.59880756965	5.52287874528
2.60107543095	5.55284196866
2.60335519709	5.55284196866
2.60564699371	5.60205999133
2.60795094846	5.60205999133
2.61026719102	5.60205999133
2.61259585318	5.60205999133
2.61493706883	5.61978875829
2.61729097406	5.65757731918
2.61965770716	5.7447274949
2.62203740874	5.7447274949
2.62443022168	5.79588001734
2.62683629127	5.79588001734
2.62925576522	5.79588001734
2.63168879371	5.79588001734
2.63413552948	5.82390874094
2.63659612784	5.82390874094
2.63907074679	5.85387196432
2.641559547	5.88605664769
2.64406269197	5.92081875395
2.646580348	5.92081875395
2.64911268432	5.92081875395
2.65165987314	5.92081875395
2.6542220897	5.92081875395
2.65679951239	5.95860731484
2.65939232276	5.95860731484
2.66200070567	5.95860731484
2.66462484929	6.0
2.66726494524	6.0268721464
2.66992118867	6.03621217265
2.67259377832	6.04575749056
2.67528291661	6.05551732785
2.67798880976	6.07058107429
2.68071166788	6.09691001301
2.68345170501	6.10790539731
2.68620913933	6.10790539731
2.68898419315	6.1739251973
2.6917770931	6.18045606446
2.6945880702	6.19382002602
2.69741735997	6.19382002602
2.7002652026	6.20065945055
2.703131843	6.2076083105
2.70601753099	6.2076083105
2.70892252138	6.21467016499
2.71184707414	6.24412514433
2.71479145452	6.30102999566
2.71775593322	6.30980391997
2.7207407865	6.36653154442
2.72374629637	6.36653154442
2.72677275072	6.3767507096
2.72982044352	6.3767507096
2.73288967497	6.38721614328
2.73598075165	6.39794000867
2.73909398679	6.39794000867
2.74222970034	6.40893539297
2.74538821929	6.40893539297
2.74856987777	6.46852108296
2.75177501733	6.46852108296
2.75500398715	6.46852108296
2.75825714422	6.48148606012
2.76153485366	6.49485002168
2.76483748888	6.49485002168
2.7681654319	6.52287874528
2.77151907356	6.5376020021
2.77489881387	6.55284196866
2.77830506221	6.55284196866
2.78173823769	6.56863623584
2.78519876944	6.56863623584
2.78868709692	6.60205999133
2.79220367027	6.61978875829
2.79574895065	6.63827216398
2.79932341063	6.69897000434
2.8029275345	6.72124639905
2.80656181876	6.79588001734
2.81022677244	6.85387196432
2.81392291759	6.85387196432
2.81765078969	6.92081875395
2.82141093813	6.95860731484
2.82520392671	6.95860731484
2.82903033413	7.03621217265
2.83289075449	7.08618614762
2.83678579791	7.09691001301
2.84071609108	7.21467016499
2.84468227782	7.21467016499
2.84868501979	7.22914798836
2.8527249971	7.23657200644
2.85680290901	7.25181197299
2.8609194747	7.2924298239
2.86507543395	7.31875876262
2.86927154801	7.33724216832
2.87350860041	7.34678748622
2.87778739784	7.35654732351
2.88210877105	7.36653154442
2.88647357588	7.36653154442
2.8908826942	7.38721614328
2.89533703503	7.38721614328
2.89983753564	7.39794000867
2.90438516277	7.39794000867
2.90898091382	7.42021640338
2.91362581821	7.43179827593
2.91832093875	7.44369749923
2.9230673731	7.45593195565
2.92786625528	7.49485002168
2.93271875737	7.52287874528
2.93762609113	7.52287874528
2.94258950992	7.5376020021
2.94761031054	7.56863623584
2.95268983529	7.56863623584
2.95782947414	7.58502665203
2.96303066701	7.60205999133
2.96829490616	7.61978875829
2.97362373881	7.63827216398
2.97901876982	7.69897000434
2.98448166462	7.72124639905
2.99001415229	7.7447274949
2.99561802886	7.7447274949
3.00129516078	7.7447274949
3.00704748867	7.76955107862
3.0128770313	7.85387196432
3.01878588986	7.88605664769
3.02477625247	7.95860731484
3.03085039906	8.08092190762
3.03701070662	8.13076828027
3.04325965472	8.18045606446
3.04959983154	8.2076083105
3.05603394029	8.23657200644
3.06256480616	8.25963731051
3.06919538373	8.2757241304
3.07592876502	8.2924298239
3.08276818814	8.30102999566
3.08971704664	8.30980391997
3.09677889962	8.34678748622
3.10395748269	8.3767507096
3.11125671982	8.44369749923
3.11868073623	8.52287874528
3.1262338724	8.60205999133
3.13392069928	8.65757731918
3.14174603494	8.7447274949
3.1497149627	8.7447274949
3.15783285093	8.7447274949
3.16610537483	8.79588001734
3.17453854022	8.82390874094
3.18313870974	8.82390874094
3.19191263172	8.82390874094
3.20086747196	8.88605664769
3.21001084887	8.88605664769
3.21935087249	9.05060999336
3.22889618764	9.34678748622
3.23865602205	9.55284196866
3.24864023995	9.55284196866
3.25885940198	9.56863623584
3.26932483235	11.2676062402
3.28004869426	12.7958800173
3.29104407491	12.920818754
3.30232508148	14.2676062402
3.31390694998	14.585026652
3.325806169	14.6575773192
3.33804062089	14.6777807053
3.35062974341	14.6777807053
3.3635947155	14.721246399
3.37695867166	14.7695510786
3.3907469504	14.8239087409
3.40498738339	19.920818754
3.41971063366	20.0
3.4349505932	20.4814860601
3.45074485285	21.4202164034
3.46713526092	21.7958800173
3.48416859146	21.8239087409
3.50189734892	23.8239087409
3.52038074429	24.920818754
3.53968588823	25.0043648054
3.55988926198	25.251811973
3.58107854749	25.8239087409
3.60335492721	25.8538719643
3.6268360064	25.8860566477
3.6516595715	25.9586073148
3.67798848928	28.7958800173
3.70601718914	28.920818754
3.73598038538	29.638272164
3.76816503745	34.5086383062
3.80292710719	34.920818754
3.84071562491	36.1023729087
3.88210825828	38.1079053973
3.92786568553	40.6777807053
3.97901812885	40.8538719643
4.03700997408	45.9586073148
4.10395662806	47.1611509093
4.18313768419	47.638272164
4.28004741232	52.7958800173
4.40498567414	56.2924298239
4.58107598361	64.0043648054
